GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,CustomerDetailsResponseDto,83,0,8,0,21,0,12,0,8,0
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,ErrorCodeDto,13,101,1,3,3,13,3,4,2,3
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,ProductDetailsResponseDto,83,0,8,0,21,0,12,0,8,0
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,ProductDto,293,66,26,0,49,28,26,19,13,19
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,LocalizedBooleanValueDto,121,0,12,0,28,0,17,0,11,0
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,BooleanValueDto,33,37,4,0,5,7,4,3,2,3
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,SearchProductsByFieldDto,136,0,4,0,18,0,7,0,5,0
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,CustomerDto,320,73,28,0,53,31,28,21,14,21
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,ProductAvailabilityDto,33,70,4,0,5,10,4,3,2,3
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,NullableProductAvailabilityDto,9,90,1,3,3,12,3,4,2,3
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,CustomerContactDetailsDto,131,24,14,0,25,10,14,7,7,7
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,CustomerLookupResponseDto,73,10,8,0,17,4,9,3,5,3
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,ProductsResponseDto,119,20,14,0,25,8,14,5,7,5
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,ProductPartialDto,299,61,38,0,51,30,35,12,16,12
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,SearchProductsByDto,173,0,16,0,40,0,23,0,15,0
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,SortAuditsByDto,103,0,4,0,15,0,7,0,5,0
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,CustomerPartialDto,155,0,14,0,35,0,21,0,14,0
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,SourceSystemDto,73,10,8,0,17,4,9,3,5,3
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,LocalizedCustomerTypeDto,121,0,12,0,28,0,17,0,11,0
zdms-jacoco-aggregated-reports/zdms-rest-api,com.zoetis.zdms.api.dto,RejectionReasonDto,15,77,2,2,3,11,4,3,2,3
